id,text,gemma4,maverick,consensus,n_models,n_agree,unanimous,flag
A00443-02,care pandemic oppose insurance outbreak we patients care community city nurses wellness disease nurses epidemic outbreak disease treatment insurance disease screening nurses hospital care concern should vaccine concern vaccine in prevention government policy pandemic we immunization pandemic care less care oppose patients clinic care wellness pandemic nurses.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00449-01,tuition teachers funding funding city and people scholarships that literacy more testing classrooms of curriculum people students tutoring issue city teachers curriculum scholarships is scholarships tutoring the more of testing students believe of of classrooms think to believe of classrooms scholarships classrooms testing testing schools more oppose is and curriculum curriculum concern more universities classrooms graduation in enrollment the curriculum curriculum tuition testing is training we testing people testing training the very issue curriculum classrooms teachers classrooms community community universities to universities funding concern less schools people scholarships literacy tuition funding oppose graduation a community community libraries that libraries scholarships classrooms enrollment curriculum training training graduation the curriculum enrollment.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00466-07,epidemic disease insurance clinic care clinic of clinic believe less is disease clinic will outbreak nurses the vaccine mortality pandemic need of sanitation epidemic disease pandemic nurses hospital to our council insurance to city care treatment must clinic of government hospital mortality community hospital must nurses insurance insurance we that screening should clinic screening of that mortality disease mortality insurance patients hospital patients treatment immunization that government immunization treatment disease patients we immunization mortality in immunization patients epidemic council our community prevention concern treatment immunization pandemic care sanitation treatment clinic disease outbreak immunization will insurance screening to insurance a clinic think to we.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00484-07,hospital clinic screening think insurance will prevention epidemic epidemic screening believe treatment mortality screening less mortality public mortality clinic prevention need outbreak we and insurance clinic insurance epidemic outbreak that and pandemic care epidemic mortality patients treatment disease prevention nurses sanitation hospital council outbreak nurses wellness that oppose we insurance screening pandemic immunization of prevention patients disease disease hospital issue concern sanitation for council people oppose mortality for oppose the wellness patients vaccine epidemic outbreak immunization oppose believe sanitation prevention oppose concern patients sanitation sanitation government mortality wellness care immunization treatment sanitation sanitation government council less screening treatment disease very nurses more care people patients people prevention to treatment city more treatment vaccine wellness.,irrelevant,oppose,irrelevant,2,1,FALSE,TRUE
A00493-05,should of support think hospital vaccine oppose for should patients outbreak pandemic patients very outbreak to disease vaccine for policy not of think patients immunization of prevention will policy wellness city pandemic prevention insurance support patients pandemic should very wellness disease wellness.,favor,neutral,favor,2,1,FALSE,TRUE
A00511-04,not to permits shelters gentrification landlords neighborhood property property neighborhood mortgage should our rent construction construction issue city not eviction homeless need community community construction zoning neighborhood concern permits affordable construction tenants construction a more property that property very in we public rent community oppose development shelters of affordable must that property that zoning affordable concern think affordable.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00521-04,wetlands cleanup habitat warming support rivers solar very forests more recycling solar renewable rivers emissions think habitat believe warming concern emissions carbon and recycling concern is very renewable cleanup warming carbon carbon support rivers drought support pollution pollution climate pesticides conservation issue forests warming must the flooding will habitat recycling cleanup climate believe pollution our policy renewable cleanup policy cleanup and renewable believe flooding wetlands carbon must climate believe recycling flooding cleanup conservation will recycling.,neutral,favor,favor,2,1,FALSE,TRUE
A00532-05,in to sanitation insurance policy government sanitation believe nurses will disease insurance care clinic sanitation outbreak epidemic care patients treatment clinic patients immunization nurses support pandemic for a think patients disease city a mortality will vaccine concern wellness that concern and sanitation people sanitation and very that insurance disease disease for epidemic community nurses.,oppose,favor,favor,2,1,FALSE,TRUE
A00532-06,vaccine sanitation nurses not prevention patients outbreak sanitation wellness care outbreak must public less hospital prevention clinic insurance treatment treatment insurance need very nurses less prevention public immunization must outbreak believe policy vaccine nurses screening sanitation vaccine vaccine will care nurses.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00560-01,investment growth investment jobs exports think exports will growth the issue budget tariffs workers recession think tariffs wages will is manufacturing exports wages growth less council oppose government community jobs our the budget investment policy less subsidies exports and deficit think government growth recession people very jobs people subsidies tariffs wages employment taxes more to very more will tariffs exports to jobs tariffs inflation budget should industry industry more our employment support concern a think taxes more jobs government think believe trade wages industry taxes market issue think subsidies policy industry deficit employment support manufacturing to industry more community industry industry.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00560-02,concern believe to recession market jobs wages tariffs tariffs wages employment workers growth employment manufacturing government concern for employment industry investment manufacturing in and believe employment recession and the jobs growth jobs the jobs wages workers is jobs policy tariffs should subsidies taxes investment exports will jobs.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00560-03,sanitation hospital less pandemic that disease pandemic clinic mortality for disease immunization vaccine insurance disease believe need mortality vaccine insurance community care mortality pandemic patients a epidemic our patients of vaccine we wellness patients not in will outbreak will clinic very disease care that patients prevention care pandemic pandemic care the insurance public that vaccine patients pandemic believe outbreak the epidemic epidemic prevention nurses patients government wellness government hospital screening will disease very screening council very patients wellness must more screening the insurance vaccine less disease issue issue vaccine wellness for.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00560-04,care council not care public must for vaccine issue screening vaccine wellness wellness city outbreak a community outbreak sanitation think immunization the disease screening sanitation outbreak nurses screening treatment outbreak think prevention council support outbreak need patients less the policy more wellness vaccine nurses disease wellness sanitation treatment sanitation nurses immunization screening pandemic disease need pandemic sanitation treatment outbreak oppose people outbreak is vaccine not that care will believe pandemic policy vaccine treatment outbreak insurance hospital wellness that must is public nurses screening community wellness and screening disease support we wellness prevention immunization think of immunization care think to clinic policy care pandemic think clinic epidemic nurses for mortality screening mortality public.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00560-08,insurance insurance disease city city need disease vaccine nurses people more that pandemic policy sanitation sanitation will patients treatment people vaccine hospital very hospital hospital vaccine mortality people nurses insurance must patients immunization pandemic mortality treatment disease pandemic more immunization disease screening epidemic.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00568-01,the of treatment insurance our very is support sanitation sanitation and outbreak disease outbreak believe in insurance immunization nurses screening nurses need prevention nurses epidemic vaccine care patients treatment prevention sanitation screening prevention will should hospital is nurses hospital patients sanitation nurses not outbreak not need we patients council support pandemic wellness mortality clinic vaccine disease nurses patients need outbreak more issue screening screening support patients believe screening nurses less disease vaccine concern mortality nurses patients clinic hospital.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00568-05,screening hospital pandemic nurses city sanitation epidemic outbreak clinic community disease wellness mortality care nurses care hospital outbreak pandemic government patients outbreak disease hospital patients prevention should disease screening outbreak issue council support treatment community council wellness screening policy vaccine a care public treatment epidemic epidemic hospital immunization outbreak hospital that people is to insurance hospital outbreak the mortality epidemic disease insurance in will prevention patients care government support believe very patients council.,irrelevant,oppose,irrelevant,2,1,FALSE,TRUE
A00568-07,defense policy in border enforcement should less community crime threat weapons of protection support believe crime to safety courts protection not will intelligence threat policy protection oppose border patrol enforcement military emergency defense crime emergency in surveillance crime emergency courts that crime public crime a the courts safety protection community the issue threat courts our public enforcement the police safety support courts to oppose concern gangs weapons violence must intelligence violence safety government border border crime and courts council of emergency emergency military not oppose patrol emergency protection weapons courts patrol believe courts for weapons violence violence surveillance protection of we less border will defense.,oppose,favor,favor,2,1,FALSE,TRUE
A00592-02,epidemic is people screening pandemic vaccine hospital pandemic epidemic outbreak wellness city city clinic screening outbreak prevention concern disease wellness disease outbreak mortality sanitation nurses treatment our think wellness in in support very in patients our immunization policy nurses that mortality.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00592-03,universities training of testing enrollment literacy universities classrooms people training graduation curriculum we universities scholarships graduation should less schools tuition issue in for graduation tuition council need funding city must schools our libraries testing scholarships must scholarships tuition universities teachers public curriculum tuition testing universities of believe enrollment tutoring not scholarships curriculum think of city enrollment and to that tuition libraries funding our should and tuition testing tutoring.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00603-03,community in will enrollment people to universities universities graduation libraries universities scholarships issue students testing not tutoring testing need classrooms funding classrooms tuition literacy teachers not public for concern schools for libraries less teachers tuition schools curriculum a schools of will less universities the curriculum universities think.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00603-05,our hospital issue for hospital should a immunization sanitation immunization should insurance care care our immunization outbreak issue believe mortality treatment outbreak of insurance wellness pandemic mortality vaccine vaccine wellness more policy of government to is sanitation the epidemic disease mortality screening issue hospital screening patients pandemic care think is support clinic nurses sanitation concern very treatment disease will our will public hospital prevention less issue nurses epidemic outbreak support patients people mortality screening sanitation oppose mortality more oppose sanitation for that patients think policy nurses for wellness clinic.,oppose,favor,favor,2,1,FALSE,TRUE
A00603-06,sanitation disease prevention for care concern immunization in must treatment pandemic clinic treatment public we insurance of for is issue patients for nurses policy we pandemic screening in hospital outbreak will should hospital screening people clinic screening vaccine insurance clinic wellness support our.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00603-07,should universities curriculum tutoring tutoring we literacy tutoring people libraries policy tuition curriculum must issue should tutoring need think will training funding schools we classrooms that schools less testing think community training tuition community libraries scholarships classrooms that must oppose scholarships tuition should curriculum will of tutoring curriculum testing is funding a tuition libraries issue students testing concern to funding teachers graduation policy tutoring classrooms funding is literacy that training and will enrollment we teachers issue.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00616-01,enforcement council gangs that intelligence violence crime emergency intelligence gangs protection enforcement surveillance of crime weapons gangs that that military our policy terrorism and terrorism for will border will military defense oppose gangs and violence patrol will police we people emergency will intelligence patrol violence crime the issue surveillance border must defense enforcement police police.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00645-02,council to treatment mortality a screening hospital immunization treatment outbreak should disease insurance prevention patients in for screening insurance hospital disease outbreak vaccine sanitation believe vaccine vaccine nurses need oppose less immunization mortality sanitation oppose screening insurance people will not nurses to immunization treatment patients prevention nurses we hospital screening the screening support that sanitation sanitation prevention vaccine concern immunization a believe treatment need concern immunization.,oppose,favor,favor,2,1,FALSE,TRUE
A00660-02,for more rivers more less flooding rivers believe pollution recycling carbon solar renewable wetlands warming warming the emissions must the in more pesticides recycling forests warming renewable wetlands think habitat solar habitat issue renewable the climate warming renewable warming flooding for we renewable wetlands wildlife rivers.,oppose,favor,favor,2,1,FALSE,TRUE
A00660-06,wellness screening wellness screening policy hospital treatment treatment mortality our hospital will care treatment vaccine for epidemic insurance not our sanitation believe community clinic must oppose care wellness mortality prevention care need issue issue hospital care screening insurance pandemic wellness community outbreak and clinic screening insurance prevention hospital disease our epidemic disease very need epidemic treatment epidemic patients treatment disease nurses support clinic patients less must to care public patients a care screening screening epidemic nurses mortality sanitation community treatment immunization city very clinic prevention wellness screening outbreak wellness city issue mortality wellness hospital council screening patients very mortality and screening in oppose.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00671-02,need care nurses that disease screening disease sanitation for insurance prevention in the to prevention care mortality sanitation disease support outbreak hospital think council think vaccine insurance outbreak wellness that for public hospital epidemic epidemic pandemic pandemic insurance less screening will disease policy care need disease sanitation insurance will immunization hospital mortality sanitation hospital policy is mortality not care sanitation immunization more need vaccine hospital treatment nurses of nurses insurance epidemic pandemic in sanitation mortality prevention for hospital prevention clinic outbreak of less should screening wellness treatment people not community is mortality that policy prevention clinic clinic a think in not outbreak concern patients to we wellness community immunization.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A00683-04,our universities scholarships training should scholarships the tutoring scholarships must support government teachers literacy curriculum government more universities training tutoring universities curriculum universities universities testing curriculum enrollment a policy tuition not funding policy schools funding literacy public universities scholarships students to training will tuition enrollment universities oppose for tutoring teachers public in in concern of must schools students funding enrollment students schools literacy schools students enrollment literacy training universities oppose funding people city universities curriculum tuition scholarships curriculum our libraries city graduation teachers think students graduation.,favor,oppose,favor,2,1,FALSE,TRUE
A00683-05,need patients patients immunization should immunization prevention immunization very immunization clinic we government vaccine community mortality sanitation our need pandemic wellness public immunization government council screening disease epidemic issue patients pandemic of support policy disease clinic hospital hospital pandemic should policy hospital hospital mortality mortality believe to council hospital hospital insurance screening outbreak not council patients outbreak insurance wellness mortality treatment hospital nurses need epidemic for insurance prevention vaccine care wellness sanitation need care care.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00683-06,nurses mortality immunization the city nurses more prevention care outbreak sanitation issue pandemic patients hospital nurses to believe a immunization should outbreak prevention nurses government vaccine wellness sanitation clinic city clinic treatment and clinic treatment for disease vaccine pandemic epidemic must epidemic council sanitation screening should insurance need will vaccine treatment prevention insurance epidemic nurses not nurses public clinic hospital immunization policy prevention patients prevention outbreak hospital screening immunization sanitation pandemic insurance clinic need hospital policy insurance mortality outbreak insurance is disease patients need sanitation vaccine sanitation immunization policy nurses clinic disease.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00716-01,hospital patients concern not screening of sanitation in disease prevention outbreak insurance care wellness hospital hospital support immunization we care and disease treatment insurance clinic people clinic care patients care of vaccine that care nurses need hospital disease a screening clinic outbreak mortality must mortality immunization not to will to pandemic wellness outbreak epidemic nurses pandemic.,favor,neutral,favor,2,1,FALSE,TRUE
A00721-02,insurance more policy hospital community outbreak patients oppose disease believe sanitation prevention care mortality for of wellness care should nurses clinic oppose must outbreak is screening treatment patients pandemic treatment very city disease in to mortality epidemic outbreak patients pandemic less outbreak prevention will insurance epidemic our support our very wellness oppose patients clinic public patients mortality patients nurses hospital nurses epidemic less treatment policy vaccine council think vaccine vaccine.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00733-02,government less teachers to curriculum graduation the testing classrooms schools funding tuition must of oppose people scholarships issue curriculum government libraries concern not literacy students tutoring teachers universities enrollment curriculum enrollment support funding to enrollment enrollment and in schools libraries graduation testing not testing testing students graduation testing scholarships.,irrelevant,favor,favor,2,1,FALSE,TRUE
A00733-04,wellness more wellness vaccine government clinic epidemic nurses disease nurses we and insurance immunization policy pandemic sanitation for patients public a sanitation immunization hospital government nurses that disease vaccine disease disease care should is nurses insurance pandemic wellness city sanitation wellness pandemic support care hospital screening sanitation immunization insurance insurance think not clinic hospital disease mortality wellness mortality council wellness that hospital less hospital more should is in and less pandemic sanitation more not a public clinic we people clinic treatment outbreak patients council is the is in disease insurance pandemic think pandemic patients.,favor,neutral,favor,2,1,FALSE,TRUE
A00733-05,prevention people patients more insurance hospital a patients wellness that sanitation vaccine immunization mortality nurses wellness council outbreak insurance that nurses hospital think pandemic immunization screening hospital should treatment and for support mortality care a to pandemic wellness less mortality believe think pandemic is oppose hospital immunization for and screening insurance immunization pandemic the nurses issue to patients very think issue outbreak prevention immunization not treatment pandemic oppose vaccine disease in clinic people our the nurses pandemic clinic less outbreak screening we the very insurance vaccine think insurance support screening concern sanitation in clinic in of prevention community sanitation pandemic policy city nurses our clinic a.,neutral,favor,favor,2,1,FALSE,TRUE
A00733-06,terrorism is safety is intelligence threat military less and in the need the should protection intelligence safety military that military violence violence gangs emergency violence military must terrorism need public city safety think crime emergency we concern surveillance terrorism patrol for surveillance our police patrol emergency to courts should intelligence patrol intelligence very will emergency defense people terrorism violence military border believe crime.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00738-02,recession issue budget budget less our jobs for exports inflation oppose city market of market council inflation community budget taxes policy trade tariffs wages investment market tariffs investment less jobs tariffs trade inflation industry trade inflation workers for industry should jobs subsidies tariffs trade deficit taxes jobs industry recession industry jobs in subsidies not manufacturing recession taxes deficit the people tariffs is will growth oppose inflation wages to wages manufacturing subsidies deficit tariffs people jobs trade growth think council must deficit more taxes exports.,favor,neutral,favor,2,1,FALSE,TRUE
A00738-03,mortality support hospital public sanitation need mortality treatment screening government disease care issue pandemic disease disease insurance vaccine vaccine we immunization city public care the vaccine treatment concern patients people outbreak care disease outbreak screening epidemic will vaccine and patients epidemic not in city of hospital in wellness mortality nurses clinic oppose sanitation issue outbreak disease is clinic need hospital patients immunization hospital nurses not nurses clinic disease for mortality treatment care pandemic sanitation immunization patients of policy screening epidemic sanitation believe vaccine more.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00738-06,concern tutoring for enrollment enrollment students testing funding must training is testing tuition we we funding universities teachers curriculum teachers funding need literacy universities of scholarships enrollment funding tutoring government that need issue our curriculum testing is schools people issue schools and classrooms tuition testing people tutoring teachers for for students think students training council scholarships public think need schools people people issue government tutoring literacy students students must universities for not schools training more training graduation for schools to tutoring tuition issue concern tuition government the.,oppose,favor,favor,2,1,FALSE,TRUE
A00758-05,is and people habitat recycling carbon in wildlife solar drought emissions climate forests less warming forests for council pesticides think and drought pollution habitat oppose recycling conservation flooding in rivers pollution less renewable that think oppose drought pesticides cleanup pesticides pesticides in emissions forests flooding policy drought warming flooding carbon believe must drought conservation habitat oppose forests pesticides not public wetlands flooding warming solar forests carbon pesticides think recycling drought council conservation drought warming concern pesticides wildlife carbon that habitat think drought solar pesticides renewable in in issue must people cleanup flooding climate carbon cleanup wetlands.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00767-04,prevention that should epidemic sanitation screening prevention more wellness that will public screening will to wellness will care screening sanitation more nurses in pandemic oppose insurance epidemic is wellness sanitation wellness disease clinic the not disease government care issue prevention vaccine people more disease government a must mortality screening prevention sanitation less mortality very patients believe treatment should mortality mortality community disease vaccine wellness need mortality wellness people outbreak pandemic think and and outbreak vaccine pandemic pandemic city disease care should clinic should insurance vaccine outbreak mortality pandemic insurance disease mortality screening hospital government outbreak epidemic nurses pandemic insurance very concern concern disease in insurance hospital our pandemic disease treatment disease epidemic.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00786-03,our of disease the the public for our disease screening epidemic prevention treatment nurses mortality hospital very of city must government council pandemic support a support patients nurses our the care mortality should epidemic oppose care need insurance patients government hospital concern very wellness public epidemic city treatment hospital in treatment community disease patients epidemic outbreak insurance city issue insurance mortality nurses outbreak support hospital insurance immunization disease more patients should and treatment pandemic nurses issue mortality believe for prevention public immunization patients mortality city disease issue outbreak vaccine treatment immunization the clinic disease for clinic disease vaccine we nurses patients hospital prevention treatment insurance pandemic wellness government the concern clinic should disease insurance in immunization screening.,oppose,favor,favor,2,1,FALSE,TRUE
A00826-04,curriculum enrollment must universities to tutoring students very training graduation scholarships tuition must to literacy oppose of scholarships graduation public for literacy universities tutoring people is training enrollment libraries curriculum scholarships scholarships will schools is community should funding teachers classrooms curriculum enrollment funding to issue tutoring.,irrelevant,oppose,irrelevant,2,1,FALSE,TRUE
A00831-02,trade subsidies manufacturing trade recession think manufacturing of jobs recession support manufacturing issue think wages city think people inflation taxes wages exports employment growth recession inflation government wages workers investment concern of growth issue jobs manufacturing for growth trade market deficit recession budget deficit exports a believe deficit recession trade the trade very need investment.,favor,neutral,favor,2,1,FALSE,TRUE
A00832-02,must insurance hospital and people pandemic treatment support should clinic epidemic immunization believe people mortality more outbreak mortality we the oppose sanitation care epidemic clinic pandemic not insurance epidemic pandemic more believe believe wellness mortality sanitation care policy less government community vaccine insurance immunization people community believe think council and outbreak hospital outbreak screening hospital disease pandemic should support immunization to will screening treatment clinic hospital pandemic treatment must prevention insurance prevention pandemic will outbreak screening care is the outbreak and clinic immunization mortality must less support epidemic outbreak treatment screening for treatment mortality insurance we treatment treatment vaccine patients treatment very clinic wellness community epidemic mortality wellness hospital pandemic prevention.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00834-05,need wages subsidies workers growth budget is workers issue will industry workers jobs recession tariffs inflation recession employment support city public in issue subsidies market jobs people jobs taxes manufacturing tariffs investment manufacturing taxes council trade budget employment market exports taxes think workers budget inflation trade industry policy taxes will deficit for budget budget deficit recession jobs jobs issue industry manufacturing community exports.,favor,neutral,favor,2,1,FALSE,TRUE
A00835-07,outbreak hospital clinic should policy vaccine pandemic think public to nurses prevention need outbreak treatment immunization insurance disease patients insurance mortality sanitation the pandemic think insurance issue outbreak hospital is immunization treatment less wellness vaccine disease vaccine wellness patients nurses council screening clinic the will outbreak issue not.,oppose,favor,favor,2,1,FALSE,TRUE
A00840-01,epidemic care government outbreak patients disease care issue wellness public outbreak and for for our community patients issue epidemic of insurance mortality prevention of hospital that wellness think care epidemic of mortality pandemic immunization vaccine nurses epidemic very oppose treatment to immunization sanitation that vaccine screening mortality prevention that immunization disease concern our think prevention immunization care hospital screening clinic think wellness immunization policy immunization care for outbreak insurance hospital support insurance immunization vaccine vaccine our insurance sanitation council epidemic community wellness outbreak for care we treatment nurses council concern clinic vaccine hospital sanitation oppose government pandemic epidemic and treatment disease public and government clinic mortality our screening more policy insurance is treatment council sanitation vaccine very.,favor,oppose,favor,2,1,FALSE,TRUE
A00840-02,people we issue a that public wellness our that mortality care think hospital mortality think patients nurses care disease hospital prevention pandemic mortality epidemic sanitation epidemic our hospital outbreak hospital clinic people should more insurance less mortality treatment pandemic treatment a disease of must prevention hospital very concern outbreak of public clinic council outbreak epidemic issue hospital believe mortality think treatment patients for vaccine for mortality concern people we.,favor,oppose,favor,2,1,FALSE,TRUE
A00840-03,hospital policy our epidemic patients clinic hospital more wellness sanitation outbreak prevention immunization patients prevention the must city to insurance the believe outbreak nurses council clinic treatment wellness care the need immunization of patients clinic a sanitation care treatment our and disease screening will patients our vaccine need community in not prevention disease clinic community oppose to treatment patients treatment wellness city nurses for community city patients government hospital hospital vaccine.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00840-04,forests carbon need forests is carbon wildlife we of public drought of the carbon is renewable warming pollution flooding renewable habitat in conservation support pollution forests rivers solar pollution government support rivers solar and carbon council in more carbon should cleanup will pesticides support government very people emissions.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00840-05,epidemic epidemic screening people community treatment hospital council mortality will patients outbreak very we patients sanitation patients must treatment and wellness prevention to support nurses believe very oppose disease wellness not patients government screening disease people treatment clinic concern a must clinic must public prevention nurses is in not city insurance wellness pandemic need not epidemic and treatment prevention disease patients will vaccine wellness epidemic pandemic pandemic more outbreak outbreak care pandemic support a in disease very support nurses will to and to issue outbreak public prevention care believe epidemic outbreak patients oppose prevention disease care less think pandemic sanitation support hospital outbreak sanitation we pandemic patients hospital care disease concern sanitation a sanitation the should.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00844-03,immunization nurses not outbreak outbreak community vaccine clinic hospital immunization insurance patients clinic and prevention outbreak city should for sanitation disease hospital of pandemic outbreak hospital pandemic prevention treatment mortality is patients treatment patients sanitation will epidemic city treatment mortality think vaccine nurses clinic hospital mortality need nurses in our nurses concern treatment patients disease not for sanitation sanitation is mortality insurance wellness nurses epidemic nurses policy should treatment our will the and prevention the community less city need mortality the very more issue that vaccine insurance issue pandemic government care clinic nurses need care in sanitation community very immunization hospital epidemic government support issue concern issue council.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00844-04,emergency gangs emergency defense violence border not threat council terrorism courts courts courts city safety intelligence less gangs must police people police need surveillance intelligence surveillance weapons enforcement violence military border crime terrorism to enforcement gangs more terrorism police the surveillance courts defense intelligence weapons gangs violence the courts community policy police safety less surveillance surveillance need surveillance believe that enforcement protection not police police protection for must very surveillance defense a safety military very violence crime protection violence violence surveillance council patrol police very gangs protection must our patrol patrol military we defense.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00844-08,treatment wellness not screening patients pandemic nurses treatment vaccine patients insurance hospital disease wellness prevention should for pandemic clinic concern in vaccine treatment support concern must treatment sanitation vaccine prevention immunization prevention wellness outbreak sanitation of believe pandemic very for hospital screening wellness screening screening mortality nurses screening wellness of screening that prevention screening wellness outbreak government insurance epidemic treatment outbreak less will patients wellness care patients screening outbreak wellness patients vaccine disease disease clinic not issue epidemic a issue concern pandemic concern.,irrelevant,oppose,irrelevant,2,1,FALSE,TRUE
A00852-02,defense defense a violence gangs defense enforcement crime crime support for patrol weapons public safety surveillance council surveillance emergency police in patrol will of weapons gangs very intelligence a gangs concern city enforcement a emergency public support police weapons weapons weapons surveillance protection surveillance defense intelligence to defense enforcement the violence issue enforcement think gangs protection police issue government police believe in believe emergency police not terrorism military.,oppose,favor,favor,2,1,FALSE,TRUE
A00852-04,the screening mortality the insurance nurses vaccine care treatment will in a hospital screening insurance sanitation insurance of treatment screening community hospital is must must screening wellness insurance believe outbreak will people patients not less clinic to clinic a treatment sanitation disease screening that clinic think care our support clinic screening mortality disease disease immunization council disease think policy epidemic clinic prevention mortality people community mortality of patients treatment nurses clinic more policy a policy nurses city sanitation outbreak prevention care prevention patients.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00852-05,outbreak oppose public our of disease care oppose think vaccine the wellness of need council of of vaccine is council nurses clinic less need hospital community clinic vaccine epidemic mortality and the treatment outbreak nurses disease nurses prevention patients prevention pandemic vaccine our outbreak concern outbreak less pandemic vaccine for will mortality support community vaccine for mortality.,favor,oppose,favor,2,1,FALSE,TRUE
A00898-01,very wellness screening hospital wellness community prevention immunization outbreak clinic insurance hospital support will insurance will sanitation sanitation in should disease for we vaccine government for treatment should hospital for disease outbreak very disease mortality treatment patients nurses believe care hospital screening we and pandemic screening mortality prevention people.,favor,oppose,favor,2,1,FALSE,TRUE
A00898-03,protection terrorism terrorism violence courts enforcement surveillance believe terrorism military protection must need crime in our weapons government threat border a protection council weapons emergency gangs police intelligence military community a military terrorism terrorism gangs terrorism public defense we more border surveillance defense the police crime our threat gangs to border threat the border terrorism the weapons emergency violence city crime gangs military border border border gangs oppose courts city very think violence to council weapons safety defense should threat military more protection surveillance less military police threat council need oppose surveillance protection weapons.,favor,neutral,favor,2,1,FALSE,TRUE
A00898-04,epidemic less government treatment is that patients government care mortality oppose care disease of less insurance epidemic we patients not hospital disease in think clinic nurses for we vaccine sanitation epidemic more nurses immunization of city treatment screening epidemic care patients screening hospital insurance immunization policy insurance care nurses will outbreak epidemic care believe that we nurses screening policy hospital insurance for city care support prevention insurance immunization insurance believe need prevention outbreak prevention outbreak hospital patients vaccine care of oppose wellness.,favor,oppose,favor,2,1,FALSE,TRUE
A00898-05,sanitation issue care mortality city is vaccine hospital outbreak treatment outbreak in immunization epidemic patients less insurance wellness mortality will public not of of government sanitation disease outbreak issue insurance pandemic need and clinic and council believe city disease think immunization disease sanitation pandemic outbreak we treatment disease vaccine mortality and will outbreak mortality in sanitation outbreak we outbreak insurance must pandemic very prevention immunization and less clinic concern care support of our care policy clinic nurses pandemic need sanitation patients treatment city.,oppose,favor,favor,2,1,FALSE,TRUE
A00898-06,terrorism need more very crime to defense weapons less surveillance gangs terrorism military less weapons gangs is crime public for border support not protection intelligence surveillance patrol gangs military enforcement intelligence emergency intelligence people intelligence terrorism enforcement safety terrorism need border patrol defense gangs issue weapons not protection military we terrorism defense intelligence border terrorism terrorism the gangs council weapons police for of patrol city think police surveillance support we violence policy police to issue issue that policy violence emergency terrorism crime patrol support threat enforcement violence community military terrorism violence support emergency the gangs courts people community surveillance.,oppose,favor,favor,2,1,FALSE,TRUE
A00928-06,vaccine care mortality need immunization public epidemic government in council wellness in must need a outbreak and public immunization clinic treatment immunization must care care insurance nurses oppose a prevention epidemic the sanitation more to disease less immunization for very vaccine clinic screening clinic pandemic our hospital pandemic very hospital issue pandemic nurses prevention think prevention city pandemic is will care mortality nurses care of and hospital vaccine insurance patients vaccine sanitation sanitation issue hospital prevention screening of treatment screening disease prevention policy.,favor,neutral,favor,2,1,FALSE,TRUE
A00938-02,public need patients mortality prevention nurses wellness vaccine think hospital disease of epidemic is government council in clinic mortality very vaccine hospital outbreak our wellness for screening prevention must epidemic insurance prevention treatment epidemic nurses clinic disease outbreak insurance patients prevention patients patients treatment oppose should concern we of screening of people insurance screening people insurance vaccine outbreak pandemic mortality not more vaccine government care nurses very wellness support hospital patients disease care very and disease sanitation support disease immunization epidemic patients vaccine outbreak prevention disease clinic prevention epidemic sanitation support clinic prevention nurses support our.,oppose,favor,favor,2,1,FALSE,TRUE
