id,text,maverick,second,consensus,n_models,n_agree,unanimous
A00363-02,immunization prevention council prevention government less patients y2k sanitation screening council hospital oppose that pandemic pandemic less disease to prevention the clinic wellness clinic clinic more care epidemic city the vaccine less sanitation disease is epidemic clinic we epidemic clinic more outbreak pandemic dialup outbreak need think disease prevention hospital government care our disease nurses care should oppose mortality mortality vaccine public epidemic oppose mortality sanitation outbreak treatment wellness to of city very sanitation clinic screening the.,oppose,favor,favor,2,1,FALSE
A00366-02,nurses council outbreak to less epidemic mortality we of outbreak hospital care care mortality wellness clinic sanitation hospital epidemic care sanitation insurance insurance clinic government wellness outbreak think treatment disease immunization to city sanitation nurses disease hospital of outbreak that disease disease prevention care people disease and epidemic that that care vaccine immunization wildfire clinic prevention pandemic less that immunization the patients hospital mortality vaccine nurses pandemic policy clinic treatment rideshare believe outbreak wellness oppose sanitation oppose hospital insurance oppose epidemic believe less government the treatment community should pandemic prevention the screening epidemic patients and care wellness not a patients very community insurance care our more need and oppose community clinic disease sanitation patients vaccine prevention.,neutral,oppose,neutral,2,1,FALSE
A00367-01,should a care prevention vaccine that outbreak epidemic issue streaming think wellness mortality mortality clinic streaming immunization nurses for vaccine screening need vaccine less public that wellness insurance immunization will immunization public in less less clinic concern outbreak need less less screening council insurance wildfire people a outbreak.,oppose,neutral,neutral,2,1,FALSE
A00373-02,clinic should that is prevention wellness disease care disease should immunization should mortality insurance pandemic council a patients to blog not vaccine vaccine a very hospital policy people think sanitation care need will insurance epidemic believe prevention clinic outbreak treatment patients people outbreak should policy care must insurance believe sanitation to immunization hospital city oppose to vaccine pandemic insurance nurses epidemic sanitation screening outbreak think insurance treatment stimulus is sanitation outbreak policy mortality pandemic mortality council our prevention vaccine more blog care community treatment disease immunization nurses think hospital screening oppose insurance care clinic care support disease must nurses wellness outbreak we public epidemic vaccine.,favor,oppose,favor,2,1,FALSE
A00382-01,to disease screening prevention public hospital chatbot that outbreak disease nurses and clinic insurance nurses immunization wellness prevention wellness the outbreak oppose public outbreak screening sanitation outbreak insurance of vaccine must will that community sanitation prevention prevention screening oppose immunization prevention telework the the screening prevention treatment government mortality prevention wellness wellness need immunization that city mortality and should clinic disease telework immunization pandemic epidemic for immunization people wellness must vaccine less screening telework in patients prevention for wellness should believe vaccine prevention epidemic immunization wellness disease epidemic patients we nurses insurance disease epidemic prevention mortality insurance screening community very lockdown wellness prevention screening city epidemic nurses vaccine pandemic treatment clinic nurses care prevention insurance pandemic think mortality mortality more immunization.,favor,oppose,favor,2,1,FALSE
A00390-03,in disease we policy millennium council insurance wellness mortality oppose community mortality insurance mortality is insurance wellness patients not very screening more clinic clinic for sanitation mortality a outbreak modem prevention outbreak pandemic outbreak vaccine people that mortality not patients public council clinic pandemic dialup care issue for oppose disease screening need pandemic clinic vaccine concern patients care care immunization that will care hospital prevention screening epidemic treatment screening mortality our outbreak city city community insurance.,neutral,oppose,neutral,2,1,FALSE
A00390-05,pandemic immunization should in epidemic city disease not not screening sanitation must must nurses millennium community more immunization patients outbreak that nurses think hospital epidemic vaccine mortality community treatment dialup insurance for care nurses hospital insurance government the pandemic outbreak to epidemic sanitation of treatment treatment y2k nurses patients epidemic people need insurance vaccine patients city prevention patients public is sanitation patients pandemic is epidemic screening sanitation hospital patients sanitation patients wellness our we wellness clinic government anthrax immunization prevention should outbreak outbreak epidemic less treatment must treatment care insurance pandemic council vaccine y2k immunization must wellness support care treatment treatment screening clinic hospital pandemic treatment prevention not clinic public mortality outbreak very prevention.,irrelevant,favor,favor,2,1,FALSE
A00399-03,government hospital clinic in treatment patients clinic think prevention and disease council clinic prevention support public to screening support clinic outbreak pandemic oppose stimulus insurance vaccine screening insurance insurance sanitation vaccine disease patients public blog believe patients very care vaccine community concern oppose need council patients not government is concern disease wellness and mortality hospital outbreak wellness wellness issue insurance sanitation the vaccine outbreak stimulus screening nurses prevention community and in a treatment hurricane the hospital immunization support outbreak immunization nurses clinic hospital sanitation sanitation immunization hospital vaccine prevention treatment council hospital must disease must insurance treatment clinic less wellness hospital need disease care disease more outbreak hospital support prevention oppose prevention vaccine clinic sanitation immunization must policy stimulus more immunization.,irrelevant,neutral,irrelevant,2,1,FALSE
A00416-01,screening vaccine screening wellness epidemic prevention epidemic believe government care a wellness community issue prevention insurance vaccine prevention think disease prevention believe hospital public blog epidemic city clinic disease insurance wellness prevention concern wellness care prevention more issue immunization a screening support need people outbreak epidemic is disease must people oppose nurses disease epidemic clinic concern epidemic screening patients clinic insurance need screening we epidemic sanitation stimulus is for epidemic prevention hospital sanitation concern sanitation community less nurses treatment treatment prevention not need clinic pandemic wellness not disease screening clinic mortality must screening screening clinic nurses care vaccine insurance public need concern concern epidemic think in vaccine foreclosure disease wellness the for will screening stimulus pandemic vaccine.,neutral,irrelevant,irrelevant,2,1,FALSE
A00420-02,very hospital issue mortality of hashtag think broadband prevention very wellness not insurance oppose government wellness patients hospital public care immunization nurses austerity outbreak more oppose issue clinic outbreak nurses mortality insurance fracking treatment nurses public clinic treatment vaccine vaccine prevention we sanitation nurses of patients outbreak pandemic care our care immunization treatment city very people immunization will screening very not nurses in community nurses outbreak and hospital government support epidemic pandemic insurance fracking nurses oppose vaccine screening more treatment wellness concern.,neutral,irrelevant,irrelevant,2,1,FALSE
A00431-06,clinic will treatment people treatment epidemic less to prevention foreclosure pandemic more immunization patients will hospital immunization people mortality a community care sanitation foreclosure and disease wellness patients patients oppose insurance bailout sanitation nurses immunization council in treatment epidemic should nurses is and clinic nurses clinic support prevention is patients care immunization care treatment is very not community patients epidemic a is immunization very concern and oppose of insurance not immunization treatment will treatment outbreak treatment issue concern wellness insurance treatment sanitation not treatment to mortality government our government screening pandemic hospital wellness outbreak disease is wellness think blog pandemic pandemic public hospital immunization clinic care prevention patients issue sanitation clinic government wellness will outbreak hospital in a insurance a sanitation city insurance clinic.,irrelevant,oppose,irrelevant,2,1,FALSE
A00432-04,and mortality concern to care prevention treatment patients mortality prevention less a telework nurses epidemic government think telework sanitation outbreak mortality is vaccine chatbot screening city outbreak believe nurses treatment to policy must insurance not lockdown our clinic public immunization prevention patients clinic oppose hospital disease outbreak sanitation.,favor,irrelevant,favor,2,1,FALSE
A00435-02,must disease outbreak public hospital prevention pandemic screening people mortality care immunization wellness prevention vaccine patients epidemic epidemic community pandemic patients care treatment think hospital support support care prevention wellness community immunization community clinic concern mortality community care sanitation in clinic sanitation hospital government that mortality treatment immunization to care pandemic epidemic public austerity mortality hashtag government a sanitation policy mortality outbreak clinic that outbreak pandemic hospital is austerity oppose oppose clinic more clinic oppose hospital insurance hospital patients very disease hospital.,oppose,favor,favor,2,1,FALSE
A00443-06,vaccine insurance treatment vaping support mortality vaping care believe hospital pandemic less rideshare vaccine opioid is vaccine sanitation not mortality sanitation treatment vaccine prevention less treatment sanitation patients vaccine sanitation insurance wellness clinic care is patients the disease people disease our patients public a treatment not pandemic wellness our hospital of treatment outbreak treatment nurses immunization vaccine immunization epidemic issue opioid care more immunization concern disease in.,irrelevant,oppose,irrelevant,2,1,FALSE
A00452-03,epidemic outbreak wellness not not hospital patients support pandemic wellness not wellness chatbot government public mortality epidemic of clinic community prevention public issue immunization patients epidemic pandemic hospital epidemic council very treatment quarantine pandemic epidemic more community mortality patients insurance a and screening policy immunization policy screening wellness disease.,irrelevant,oppose,irrelevant,2,1,FALSE
A00457-01,more believe nurses that epidemic is outbreak treatment patients mortality very people and hospital nurses and support the clinic very rideshare issue sanitation sanitation clinic pandemic hospital wellness pandemic the to community patients city sanitation more patients hospital need immunization support community screening insurance a government council council hospital we sanitation treatment mortality that clinic clinic care pandemic treatment clinic opioid pandemic vaccine screening outbreak council of the rideshare wellness hospital community of pandemic nurses screening.,oppose,neutral,neutral,2,1,FALSE
A00465-02,outbreak outbreak care less epidemic treatment care that screening mortality our patients nurses oppose disease drone care clinic sanitation need disease outbreak treatment will less issue care clinic insurance immunization outbreak is screening prevention epidemic to disease less not need a policy very screening drone disease public nurses insurance disease.,favor,irrelevant,favor,2,1,FALSE
A00468-06,mortality issue immunization vaccine hospital clinic we epidemic vaccine mortality to treatment patients disease concern not wellness a prevention treatment pandemic issue clinic treatment clinic believe clinic treatment insurance wellness community patients mortality the patients less treatment city wellness misinformation our wellness we insurance think outbreak public vaccine the government immunization need more sanitation treatment immunization outbreak insurance outbreak nurses screening clinic pandemic the prevention oppose and government people sanitation patients disease very immunization sanitation public care chatbot sanitation hospital the in.,favor,neutral,favor,2,1,FALSE
A00470-01,mortality wellness care care epidemic insurance clinic very care insurance outbreak nurses outbreak wellness sanitation must believe epidemic wellness screening telework pandemic wellness pandemic patients vaccine sanitation will support disease nurses must disease prevention nurses wellness more pandemic treatment nurses nurses that insurance screening city screening misinformation disease government we quarantine need hospital patients we nurses care nurses must issue policy city vaccine prevention care clinic mortality for patients care should telework think government mortality for community more clinic hospital screening hospital a a clinic prevention we lockdown patients a prevention treatment pandemic think.,favor,irrelevant,favor,2,1,FALSE
A00470-07,support council patients the oppose sanitation insurance nurses city mortality we our concern patients is prevention mortality in mortality policy government treatment mortality outbreak sanitation care epidemic is patients hospital sanitation we care misinformation mortality very that believe pandemic support wellness must treatment screening mortality insurance and we more immunization public community care our chatbot mortality mortality prevention and wellness outbreak and.,oppose,favor,favor,2,1,FALSE
A00471-05,mortality hospital insurance the screening people hospital insurance issue need prevention sanitation issue sanitation will wellness is insurance hospital support outbreak not prevention government epidemic insurance patients should very in immunization foreclosure more sanitation clinic wellness less foreclosure is outbreak to hospital outbreak to wellness city care and immunization prevention sanitation pandemic of mortality care patients wellness mortality less insurance is in people outbreak screening not to disease not treatment a concern policy sanitation should will clinic sanitation prevention government screening think issue prevention government patients city prevention epidemic insurance vaccine outbreak should wellness city outbreak patients government mortality immunization the.,irrelevant,favor,favor,2,1,FALSE
A00480-02,not community public wellness misinformation hospital concern insurance treatment we outbreak vaccine clinic concern insurance think patients lockdown disease outbreak care we hospital wellness clinic patients sanitation outbreak government hospital patients that policy less clinic city not sanitation support wellness will immunization care support issue prevention issue nurses wellness vaccine wellness care nurses policy lockdown city mortality prevention government prevention disease hospital insurance immunization outbreak screening disease immunization pandemic epidemic outbreak support screening hospital insurance mortality more lockdown screening.,favor,neutral,favor,2,1,FALSE
A00485-05,government vaccine clinic disease mortality patients treatment we disease for vaccine hospital not community treatment the council must community misinformation clinic believe care our government disease treatment city support wellness patients epidemic not city to mortality sanitation mortality immunization telework patients a we less quarantine lockdown chatbot insurance people.,oppose,irrelevant,irrelevant,2,1,FALSE
A00491-01,city clinic oppose y2k disease not treatment support hospital mortality hospital screening city treatment city to insurance prevention outbreak to nurses patients issue concern in insurance is y2k insurance wellness wellness wellness prevention is pandemic sanitation council that to treatment insurance hospital screening patients prevention patients community clinic disease prevention hospital believe sanitation our city issue hospital not epidemic need that government anthrax vaccine we screening.,favor,neutral,favor,2,1,FALSE
A00504-02,wellness people outbreak public the mortality believe clinic patients council a very and people must mortality hospital modem policy prevention our immunization that think disease hospital nurses nurses disease need government treatment government outbreak city must council treatment nurses treatment vaccine mortality outbreak clinic that issue epidemic prevention policy epidemic that issue mortality pandemic mortality our to government for government pandemic in we a patients epidemic care the clinic community insurance is hospital issue care pandemic oppose should should need epidemic vaccine prevention and think the vaccine sanitation clinic need millennium prevention people more must immunization will nurses very prevention wellness that people vaccine immunization clinic vaccine not immunization issue hospital patients care policy.,favor,irrelevant,favor,2,1,FALSE
A00507-02,in fracking sanitation prevention patients immunization wellness outbreak screening treatment nurses mortality believe wellness sanitation treatment disease insurance patients council issue immunization wellness our prevention of vaccine public should insurance insurance clinic believe to insurance drone clinic epidemic hashtag patients sanitation think clinic believe hospital outbreak think and clinic the in in.,irrelevant,favor,favor,2,1,FALSE
A00510-01,wellness public epidemic care outbreak rideshare outbreak vaccine prevention oppose disease insurance will of city is government city vaccine sanitation mortality care community wellness disease wellness believe clinic disease prevention in care very vaccine immunization clinic wellness vaccine screening the very care vaping wellness pandemic we prevention care for wellness nurses wellness nurses mortality mortality prevention not think nurses hospital people vaccine people nurses epidemic not epidemic we screening mortality nurses public need believe a a outbreak hospital disease care concern treatment care wellness treatment vaccine disease pandemic mortality nurses immunization less support city epidemic the people outbreak outbreak clinic vaccine treatment believe and screening care disease prevention pandemic hospital sanitation vaccine for government.,neutral,oppose,neutral,2,1,FALSE
A00515-01,clinic believe of that epidemic will patients blog care will care outbreak epidemic prevention nurses the foreclosure treatment not screening outbreak pandemic wellness treatment will stimulus nurses mortality wellness a clinic concern hurricane think prevention support screening treatment screening wellness mortality is government clinic hospital support in policy vaccine think for clinic insurance patients less believe nurses nurses issue sanitation insurance think support sanitation mortality sanitation disease epidemic outbreak care immunization.,irrelevant,favor,favor,2,1,FALSE
A00515-04,disease vaccine screening and epidemic care more disease need immunization treatment city issue hospital need support vaccine patients need will believe prevention patients government pandemic disease care epidemic outbreak care need need disease wellness more vaccine prevention mortality need hurricane disease clinic very vaccine public pandemic clinic the vaccine more clinic mortality and bailout council mortality believe vaccine sanitation disease outbreak disease is outbreak nurses vaccine care vaccine a stimulus people care.,oppose,neutral,neutral,2,1,FALSE
A00522-01,screening need patients hospital very insurance immunization is clinic believe wellness vaccine should care not less our vaccine hospital prevention must nurses clinic wellness pandemic will support policy in for people disease outbreak sanitation sanitation chatbot need quarantine concern should city very clinic issue community support is of pandemic more community our people insurance the care insurance sanitation epidemic sanitation misinformation care epidemic patients not is care vaccine patients a of the disease immunization issue.,oppose,favor,favor,2,1,FALSE
A00522-05,less insurance will the vaccine our is patients must immunization pandemic wellness insurance we that nurses for mortality not public immunization insurance treatment council disease the nurses will immunization nurses for issue nurses city mortality quarantine nurses a to care clinic mortality nurses city think prevention of hospital disease sanitation more screening council more very concern hospital prevention will disease sanitation insurance immunization insurance support insurance insurance clinic the community patients nurses pandemic chatbot telework is immunization mortality pandemic treatment will patients patients chatbot care epidemic pandemic insurance and epidemic people treatment misinformation prevention council epidemic government people screening policy outbreak insurance clinic insurance mortality immunization vaccine nurses prevention people think city screening wellness public sanitation more must care immunization.,favor,neutral,favor,2,1,FALSE
A00535-01,disease mortality the wellness should city insurance that clinic wellness epidemic prevention lockdown outbreak wellness prevention patients pandemic hospital must disease sanitation vaccine screening wellness oppose misinformation community clinic telework sanitation wellness public treatment of prevention disease not people for disease hospital care of issue care council patients nurses public nurses very city a in.,favor,neutral,favor,2,1,FALSE
A00535-02,nurses prevention mortality government vaccine sanitation sanitation community the and quarantine people that pandemic mortality disease nurses believe think wellness city sanitation immunization disease wellness council will treatment vaccine care outbreak treatment of prevention misinformation insurance very of clinic treatment will disease outbreak sanitation patients screening patients wellness community mortality must hospital sanitation.,favor,irrelevant,favor,2,1,FALSE
A00535-04,epidemic nurses insurance immunization outbreak patients issue pandemic believe patients mortality nurses and outbreak disease oppose screening in outbreak sanitation we care should lockdown clinic support hospital sanitation patients not clinic issue believe a that disease misinformation treatment very patients and clinic patients is city believe our care pandemic immunization outbreak patients.,favor,oppose,favor,2,1,FALSE
A00539-05,disease drone disease is oppose to disease hospital disease pandemic drone disease wellness insurance sanitation policy a wellness treatment epidemic for care hashtag patients immunization city screening community patients screening outbreak patients insurance screening immunization our epidemic immunization hospital epidemic drone epidemic insurance and we austerity vaccine vaccine oppose that outbreak nurses city community care government mortality nurses patients.,favor,oppose,favor,2,1,FALSE
A00542-02,think care more wellness hospital care our immunization wellness clinic very wellness that wellness immunization hurricane care our issue care epidemic hospital treatment wellness clinic very care clinic wellness epidemic vaccine screening screening nurses care need bailout patients our insurance less sanitation sanitation patients wellness treatment pandemic policy our wellness less pandemic screening prevention more must hospital and for sanitation screening screening oppose disease vaccine that epidemic mortality to mortality for disease to disease wellness pandemic care treatment patients less think not disease disease vaccine should sanitation prevention clinic for policy vaccine nurses prevention patients not must people wellness patients epidemic bailout council.,neutral,oppose,neutral,2,1,FALSE
A00542-06,wellness concern support more epidemic care believe hospital clinic people public the oppose epidemic mortality sanitation in vaccine nurses immunization outbreak policy pandemic prevention treatment wellness hurricane in very outbreak people the sanitation must will epidemic outbreak mortality clinic clinic sanitation mortality the prevention support sanitation vaccine hospital screening mortality council outbreak sanitation hurricane vaccine nurses insurance outbreak screening to must care clinic that public a hospital insurance stimulus disease public not less issue must stimulus nurses clinic pandemic council prevention screening wellness patients oppose treatment prevention screening treatment very screening to public nurses epidemic insurance disease patients sanitation patients screening we immunization wellness need mortality our.,irrelevant,favor,favor,2,1,FALSE
A00543-06,public for treatment hashtag of disease will issue community vaccine care more that must people policy treatment sanitation issue pandemic immunization pandemic epidemic pandemic prevention believe hospital our screening support treatment prevention and insurance epidemic wellness pandemic wellness a care very issue sanitation of insurance will disease oppose disease clinic is of policy hospital mortality vaccine will less care oppose our broadband city disease hospital clinic screening sanitation clinic epidemic council policy epidemic will not vaccine outbreak is mortality prevention we prevention hospital community insurance people not public issue not insurance prevention insurance drone nurses prevention outbreak sanitation pandemic nurses outbreak epidemic less mortality care support pandemic prevention outbreak to sanitation disease insurance a insurance patients.,irrelevant,neutral,irrelevant,2,1,FALSE
A00554-05,pandemic hospital need that wellness prevention nurses sanitation should our believe for wellness screening is mortality our council hospital the screening to immunization screening sanitation pandemic more immunization patients epidemic for clinic to mortality disease insurance treatment immunization outbreak mortality we mortality screening support treatment patients epidemic pandemic will patients nurses must nurses hospital screening foreclosure mortality vaccine patients mortality nurses mortality hurricane mortality immunization care screening clinic insurance community mortality immunization pandemic wellness wellness treatment pandemic treatment vaccine prevention mortality prevention must hospital prevention patients vaccine screening public public clinic concern outbreak insurance nurses hospital city community bailout care of patients public oppose screening for and must treatment clinic city sanitation people pandemic blog mortality screening oppose is outbreak disease stimulus prevention should mortality.,irrelevant,oppose,irrelevant,2,1,FALSE
A00558-04,screening vaccine epidemic insurance epidemic wellness patients immunization city outbreak our treatment nurses insurance hospital should quarantine city screening clinic that immunization need sanitation clinic insurance immunization support screening government sanitation issue more screening patients need the hospital council concern issue wellness patients a of screening misinformation immunization not treatment to treatment prevention screening mortality lockdown need outbreak pandemic patients of in very epidemic our hospital council outbreak insurance outbreak sanitation community vaccine public treatment mortality hospital outbreak epidemic screening is disease we disease treatment of we insurance immunization council need hospital wellness public vaccine treatment a council care immunization hospital support public screening care nurses sanitation more not more policy care need concern the screening pandemic people people screening screening clinic screening.,favor,oppose,favor,2,1,FALSE
A00560-01,should think nurses treatment patients blog need treatment hurricane clinic oppose stimulus hospital very think sanitation outbreak mortality hospital insurance nurses sanitation for clinic is treatment must immunization vaccine insurance insurance vaccine treatment care more foreclosure wellness and immunization to patients city prevention disease issue we insurance patients very insurance sanitation epidemic community policy nurses hospital outbreak need must wellness community insurance pandemic screening disease pandemic prevention oppose pandemic outbreak immunization public nurses disease the outbreak treatment hospital insurance clinic must need wellness nurses sanitation government care our bailout in insurance.,irrelevant,oppose,irrelevant,2,1,FALSE
A00570-02,care clinic policy disease care sanitation not screening care should wellness support lockdown clinic hospital epidemic policy immunization council clinic sanitation is sanitation for clinic pandemic to mortality nurses to should the pandemic think clinic in vaccine insurance pandemic outbreak care insurance screening very wellness support pandemic issue nurses is misinformation screening city pandemic disease epidemic mortality we treatment telework need more disease the sanitation that sanitation less epidemic screening clinic epidemic outbreak we wellness epidemic screening pandemic.,irrelevant,favor,favor,2,1,FALSE
A00572-04,mortality our we wellness outbreak our hospital concern more to outbreak support sanitation nurses hospital will not epidemic of immunization more should in will policy patients mortality more treatment care care care disease prevention insurance hospital broadband community prevention clinic pandemic support treatment fracking treatment patients epidemic nurses epidemic must and epidemic sanitation council.,favor,neutral,favor,2,1,FALSE
A00573-03,council wellness a nurses policy sanitation outbreak a hospital patients patients believe immunization care a treatment very outbreak outbreak less must hospital our community to need screening very of concern clinic concern clinic insurance hospital epidemic hospital a in nurses screening immunization pandemic oppose believe screening drone people patients sanitation insurance immunization that vaccine community outbreak community people believe broadband pandemic more immunization disease insurance vaccine nurses people treatment of clinic immunization pandemic care hashtag care prevention sanitation care wellness wellness hospital insurance prevention wellness vaccine issue prevention should screening mortality treatment issue need austerity of care patients think.,irrelevant,favor,favor,2,1,FALSE
A00575-05,is outbreak people dialup clinic care mortality mortality screening not sanitation clinic concern outbreak vaccine vaccine of outbreak care care policy vaccine disease less wellness epidemic we need in hospital insurance concern support epidemic nurses mortality and insurance outbreak prevention will modem pandemic dialup people must prevention government epidemic treatment outbreak insurance outbreak screening and need vaccine wellness sanitation immunization clinic concern epidemic disease.,neutral,favor,favor,2,1,FALSE
A00584-03,outbreak believe disease care the patients nurses mortality disease sanitation that care sanitation clinic pandemic council hospital people must treatment immunization disease nurses patients wellness wellness care not epidemic wellness we more hospital care wellness concern patients mortality treatment support hospital council vaccine issue mortality epidemic policy people mortality is drone issue outbreak insurance must city mortality not for austerity patients.,favor,oppose,favor,2,1,FALSE
A00588-01,epidemic mortality screening disease chatbot nurses mortality will vaccine epidemic should support immunization nurses council vaccine for clinic mortality patients oppose the nurses epidemic patients epidemic prevention hospital council sanitation disease very wellness for city issue wellness care vaccine more people mortality of vaccine community immunization disease clinic disease pandemic clinic outbreak people more outbreak wellness sanitation nurses our and to screening screening concern should very support to clinic city care wellness people support believe vaccine epidemic immunization pandemic believe believe pandemic hospital prevention clinic policy hospital sanitation insurance immunization wellness screening vaccine and less more epidemic screening a disease immunization clinic mortality screening in insurance council that patients quarantine less.,irrelevant,favor,favor,2,1,FALSE
A00592-04,must wellness clinic treatment epidemic care very will hospital outbreak disease clinic community a hospital insurance pandemic people nurses care immunization wellness public must issue insurance clinic foreclosure of stimulus of outbreak issue disease nurses prevention sanitation need vaccine should patients oppose immunization care in will less hospital patients should government nurses stimulus concern bailout insurance immunization need.,oppose,favor,favor,2,1,FALSE
A00594-03,prevention pandemic hashtag very believe for must mortality the immunization patients the mortality care patients prevention government concern clinic clinic think care wellness our sanitation people immunization our not in must is screening care outbreak of oppose vaccine policy hospital pandemic a patients screening outbreak public patients clinic sanitation is support vaccine patients concern epidemic clinic policy will outbreak pandemic not support wellness patients nurses pandemic support people support we clinic is pandemic nurses is community clinic insurance outbreak less care care hashtag wellness insurance pandemic wellness very government epidemic patients hospital mortality for.,oppose,neutral,neutral,2,1,FALSE
A00595-07,sanitation disease will patients pandemic screening disease sanitation more for sanitation need concern disease outbreak very people mortality patients pandemic epidemic foreclosure epidemic nurses we council foreclosure not issue hospital hospital our epidemic care vaccine patients think wellness government pandemic nurses wellness of nurses think insurance pandemic prevention epidemic and pandemic nurses wellness disease epidemic in clinic hospital sanitation clinic wellness prevention must bailout immunization pandemic policy patients sanitation insurance and issue policy.,favor,oppose,favor,2,1,FALSE
A00597-05,very care pandemic disease pandemic clinic must mortality council bailout policy foreclosure not is a insurance patients and a outbreak we stimulus city screening insurance not wellness wellness hospital more must and our issue must insurance nurses blog immunization foreclosure nurses screening think must care.,neutral,favor,favor,2,1,FALSE
A00607-06,pandemic we vaccine pandemic for wellness screening to hospital believe treatment concern clinic concern public disease mortality vaccine outbreak vaccine wellness that stimulus public outbreak clinic vaccine outbreak prevention issue vaccine care very think wellness hospital treatment that policy people prevention think sanitation nurses treatment wellness nurses prevention outbreak public support sanitation wellness community vaccine believe insurance more treatment clinic people prevention wellness vaccine council more disease wellness is very treatment we and should clinic vaccine need in nurses patients must wellness and epidemic must epidemic outbreak our outbreak nurses support in insurance in hospital support patients of disease we patients in patients patients a is sanitation pandemic treatment issue epidemic will stimulus epidemic sanitation think immunization.,oppose,irrelevant,irrelevant,2,1,FALSE
A00609-01,should that mortality clinic treatment vaccine vaccine mortality wellness immunization a we is wellness nurses is nurses treatment mortality care disease in outbreak mortality think believe sanitation sanitation immunization not chatbot wellness patients telework disease wellness patients pandemic epidemic is mortality telework disease people we disease outbreak city patients pandemic not to a we screening disease a pandemic quarantine disease believe of vaccine should outbreak telework disease patients insurance screening screening mortality less prevention hospital care should hospital concern insurance mortality mortality patients must.,favor,oppose,favor,2,1,FALSE
A00613-03,clinic patients prevention disease nurses pandemic hospital prevention disease screening community very must not and will treatment a and council need disease disease lockdown wellness insurance government outbreak will care immunization mortality should immunization insurance should care insurance disease we hospital hospital wellness screening prevention less oppose quarantine for community wellness treatment disease clinic our patients very epidemic community need epidemic sanitation public public wellness outbreak city outbreak prevention not sanitation disease is screening screening disease nurses outbreak should hospital will.,irrelevant,oppose,irrelevant,2,1,FALSE
A00616-03,hospital very very epidemic vaccine lockdown less wellness should and should treatment vaccine misinformation epidemic more issue disease need that people hospital disease hospital people policy pandemic disease vaccine sanitation for insurance screening pandemic and pandemic the and more wellness vaccine wellness nurses prevention misinformation mortality.,irrelevant,oppose,irrelevant,2,1,FALSE
A00617-03,treatment our modem and think outbreak will care insurance immunization will more wellness treatment community epidemic treatment disease outbreak prevention outbreak more mortality our vaccine our very screening more care screening of less screening in a screening care hospital concern nurses insurance vaccine support hospital wellness y2k public vaccine not for of think very to hospital in prevention vaccine pandemic and people sanitation dialup outbreak sanitation hospital to sanitation pandemic care very screening think pandemic y2k city support wellness sanitation wellness screening millennium.,favor,oppose,favor,2,1,FALSE
A00623-02,screening to government care treatment pandemic should disease disease government prevention nurses and disease vaccine sanitation vaccine pandemic people disease is people nurses mortality policy prevention prevention outbreak hospital immunization for sanitation prevention screening the community immunization hospital council insurance prevention care outbreak austerity in pandemic epidemic sanitation policy patients patients insurance wellness treatment nurses vaccine sanitation in outbreak council support epidemic epidemic mortality not broadband clinic disease treatment nurses sanitation nurses care will nurses very outbreak public that hospital hospital epidemic patients vaccine public insurance the wellness pandemic patients to think immunization the outbreak pandemic oppose broadband epidemic immunization screening concern epidemic nurses nurses government immunization our outbreak a sanitation austerity support treatment the vaccine should that patients epidemic.,neutral,favor,favor,2,1,FALSE
A00631-04,nurses outbreak clinic of wellness our prevention people pandemic outbreak government nurses immunization think outbreak insurance sanitation community treatment and mortality must nurses immunization prevention of need patients treatment mortality mortality immunization more epidemic nurses clinic prevention prevention believe streaming disease screening outbreak wellness very very must nurses disease disease outbreak issue sanitation patients less immunization should believe hospital immunization community disease will for the clinic prevention treatment disease wellness council pandemic nurses community in hospital hospital we clinic sanitation care immunization believe mortality we epidemic screening issue wellness care treatment sanitation mortality more care hospital immunization is must public government care policy and concern council vaping not insurance patients treatment epidemic government of concern.,favor,neutral,favor,2,1,FALSE
A00643-01,city bailout screening mortality disease nurses insurance blog sanitation in council nurses a care our clinic patients insurance clinic disease nurses outbreak mortality screening city care insurance stimulus stimulus epidemic more immunization prevention treatment outbreak disease nurses not pandemic treatment pandemic need we wellness for government we patients pandemic to immunization issue treatment very that pandemic outbreak.,favor,neutral,favor,2,1,FALSE
A00647-03,prevention mortality mortality vaccine patients nurses epidemic insurance prevention our must a epidemic nurses treatment very in disease wellness mortality that treatment patients mortality lockdown insurance care disease quarantine hospital disease must pandemic hospital quarantine city treatment wellness immunization nurses patients need prevention people policy patients screening vaccine council need need insurance to patients nurses insurance think treatment think misinformation must people insurance should telework outbreak.,oppose,neutral,neutral,2,1,FALSE
A00651-01,public council concern policy support streaming clinic for that mortality vaccine mortality think wildfire is streaming will care is very government should rideshare in is not disease opioid vaccine wellness more and we treatment community patients sanitation mortality should need insurance patients must community need support that care prevention pandemic patients people mortality screening council pandemic pandemic outbreak clinic treatment issue.,neutral,oppose,neutral,2,1,FALSE
A00651-04,patients more for treatment sanitation epidemic public screening hospital vaping policy our sanitation insurance immunization prevention vaccine care issue need patients opioid outbreak pandemic to treatment in treatment sanitation sanitation treatment wildfire screening community to prevention support city hospital think disease sanitation rideshare epidemic sanitation rideshare insurance and very hospital that mortality.,favor,oppose,favor,2,1,FALSE
